iter	RMSE
212	17834.91659
213	17825.74637
214	17792.9108
215	17775.10489
216	17739.17116
217	17730.63338
218	17709.05263
219	17691.95092
220	17651.75938
221	17637.65012
222	17629.0139
223	17596.09825
224	17553.63891
225	17542.88768
226	17498.34431
227	17490.8393
228	17476.68071
229	17449.87786
230	17422.76552
231	17411.6504
232	17400.67115
233	17383.43778
234	17363.32565
235	17331.23089
236	17308.62963
237	17301.57148
238	17277.00824
239	17266.63694
240	17257.5312
241	17234.7909
242	17227.45088
243	17214.77819
244	17171.1003
245	17149.75896
246	17135.6067
247	17126.99167
248	17091.82206
249	17072.82626
250	17045.23033
251	17037.52579
252	17001.86578
253	16954.80373
254	16948.64633
255	16930.03411
256	16889.39807
257	16884.68429
258	16852.56195
259	16844.20618
260	16835.54215
261	16803.57027
262	16774.64639
263	16768.17636
264	16760.581
265	16730.96022
266	16718.04893
267	16707.49647
268	16701.58758
269	16681.88361
270	16639.80621
271	16605.58775
272	16597.43479
273	16563.9533
274	16550.78459
275	16537.10214
276	16527.48273
277	16504.35871
278	16477.6242
279	16468.9276
280	16416.44178
281	16382.3403
282	16350.54247
283	16333.79522
284	16318.63713
285	16298.12144
286	16269.59862
287	16240.0227
288	16201.26799
289	16192.55015
290	16165.56649
291	16158.9922
292	16120.33115
293	16087.28126
294	16060.32728
295	16034.92564
296	16002.66297
297	15999.77879
298	15977.54643
299	15963.48925
300	15954.23895
301	15947.68139
302	15937.80744
303	15894.46282
304	15888.04526
305	15883.09996
306	15870.67961
307	15854.49808
308	15834.05871
309	15811.80666
310	15781.41963
311	15775.35073
312	15755.82359
313	15749.98897
314	15732.04915
315	15713.32987
316	15685.79493
317	15669.89028
318	15644.61491
319	15611.75077
320	15607.3996
321	15599.72666
322	15594.01092
323	15582.26912
324	15567.44548
325	15538.66853
326	15526.11819
327	15501.57505
328	15476.13886
329	15453.76064
330	15431.19292
331	15405.22599
332	15386.59237
333	15382.6518
334	15351.11734
335	15333.4152
336	15319.5896
337	15317.78803
338	15294.90247
339	15288.38264
340	15273.9966
341	15268.51951
342	15244.58842
343	15230.96454
344	15206.62521
345	15194.31111
346	15162.90061
347	15157.48606
348	15154.75195
349	15140.0027
350	15108.77516
351	15090.57205
352	15078.90307
353	15072.00964
354	15034.98384
355	15028.71314
356	15004.83955
357	14991.2829
358	14985.51155
359	14969.41525
360	14940.93191
361	14908.87985
362	14898.64685
363	14888.94467
364	14884.40808
365	14862.32248
366	14853.42884
367	14827.58645
368	14826.77955
369	14817.86404
370	14784.80849
371	14752.23351
372	14742.24465
373	14726.14118
374	14713.21545
375	14709.88354
376	14696.50577
377	14676.14077
378	14669.2848
379	14657.33533
380	14652.31351
381	14638.40905
382	14616.9415
383	14611.66039
384	14579.58745
385	14550.77547
386	14543.51448
387	14528.9181
388	14512.62684
389	14488.76543
390	14486.56877
391	14470.9391
392	14461.5533
393	14438.34009
394	14423.81337
395	14416.52887
396	14402.18936
397	14398.36499
398	14374.73275
399	14355.38003
400	14353.82478
401	14329.91628
402	14316.62466
403	14311.99969
404	14307.86897
405	14289.86927
406	14284.41882
407	14274.45808
408	14245.92401
409	14225.83457
410	14210.08284
411	14190.77279
412	14173.60098
413	14172.56006
414	14158.10896
415	14144.08037
416	14139.62361
417	14126.58467
418	14119.73751
419	14112.35824
420	14103.25817
421	14077.72577
422	14061.49946
423	14055.54066
424	14052.54563
425	14033.00867
426	14015.6452
427	13981.38298
428	13960.99048
429	13941.85974
430	13935.88039
431	13934.04925
432	13930.60978
433	13917.86139
434	13906.73741
435	13876.20329
436	13872.94702
437	13864.72697
438	13842.46706
439	13838.32058
440	13821.17775
441	13816.59622
442	13797.36885
443	13795.87568
444	13783.2985
445	13756.70846
446	13741.27575
447	13729.81906
448	13725.97916
449	13722.56774
450	13693.46699
451	13685.10039
452	13682.55426
453	13651.9431
454	13617.33727
455	13609.5002
456	13609.24591
457	13592.9561
458	13570.90656
459	13566.1599
460	13551.77462
461	13524.46422
462	13508.86152
463	13492.35221
464	13484.25914
465	13481.98758
466	13462.95452
467	13458.90877
468	13444.32675
469	13439.41176
470	13435.86859
471	13427.56669
472	13418.83689
473	13394.86972
474	13387.15009
475	13366.23357
476	13365.08236
477	13361.73641
478	13343.37336
479	13339.79151
480	13318.51508
481	13290.2487
482	13289.51279
483	13288.04265
484	13287.11465
485	13285.96015
486	13285.2736
487	13284.07089
488	13257.13989
489	13256.00584
490	13255.58851
491	13254.51752
492	13253.52116
493	13245.24085
494	13232.61652
495	13224.48787
496	13207.57713
497	13196.85623
498	13195.33996
499	13187.83173
500	13177.49262
501	13174.86641
502	13165.23245
503	13163.54378
504	13161.54513
505	13151.63059
506	13151.06835
507	13144.21169
508	13127.11981
509	13126.22583
510	13124.03329
511	13106.30466
512	13079.18825
513	13069.05323
514	13061.61777
515	13056.21956
516	13040.44393
517	13038.32913
518	13024.79042
519	13014.05126
520	13000.79263
521	12999.6488
522	12997.44791
523	12994.71176
524	12985.06361
525	12961.06853
526	12946.80998
527	12933.36679
528	12918.51569
529	12895.93391
530	12868.5775
531	12852.86817
532	12840.75901
533	12838.80091
534	12825.24341
535	12798.35246
536	12784.31716
537	12782.8325
538	12769.07683
539	12762.71589
540	12762.08802
541	12749.67586
542	12747.1708
543	12744.29008
544	12743.33172
545	12741.71014
546	12723.99664
547	12722.99751
548	12721.48517
549	12714.97506
550	12713.89085
551	12709.82752
552	12681.27928
553	12676.44103
554	12650.81916
555	12649.47484
556	12613.72406
557	12612.42751
558	12599.71756
559	12598.06176
560	12592.09952
561	12576.75893
562	12575.65589
563	12559.10318
564	12557.74243
565	12552.50605
566	12546.74213
567	12531.09248
568	12527.10091
569	12519.91774
570	12499.7732
571	12499.09183
572	12497.52302
573	12475.81378
574	12463.98305
575	12461.71978
576	12460.48081
577	12433.26285
578	12423.31317
579	12409.45832
580	12407.45392
581	12397.72896
582	12397.04804
583	12396.39579
584	12394.37642
585	12372.70575
586	12363.4717
587	12362.79465
588	12353.78
589	12346.80019
590	12338.32699
591	12315.74372
592	12302.89376
593	12282.73854
594	12276.15218
595	12261.8253
596	12251.11991
597	12250.50086
598	12242.93006
599	12238.893
600	12228.27681
601	12207.9523
602	12201.27797
603	12199.43708
604	12196.70018
605	12194.98361
606	12182.81558
607	12181.94944
608	12173.05861
609	12156.72851
610	12153.47783
611	12137.287
612	12126.02634
613	12088.79073
614	12073.43837
615	12069.36331
616	12069.10184
617	12056.67739
618	12055.43389
619	12052.09615
620	12050.43135
621	12036.41396
622	12023.45252
623	12019.69642
624	12019.51092
625	12017.76284
626	12001.4044
627	11991.18554
628	11990.32681
629	11960.88616
630	11959.97449
631	11934.65745
632	11915.52062
633	11895.24267
634	11883.39543
635	11866.51495
636	11855.956
637	11854.76542
638	11853.90146
639	11841.74552
640	11813.23067
641	11812.43802
642	11811.68004
643	11801.53003
644	11799.246
645	11793.41524
646	11782.57307
647	11781.00219
648	11767.82524
649	11742.71295
650	11735.93346
651	11734.54275
652	11730.02909
653	11722.11914
654	11721.38353
655	11710.36991
656	11693.7524
657	11682.58596
658	11666.50762
659	11665.52958
660	11659.40985
661	11653.52812
662	11644.49513
663	11632.27138
664	11618.69458
665	11594.40911
666	11577.00248
667	11576.6747
668	11571.22507
669	11568.58608
670	11554.64576
671	11547.43809
672	11531.80155
673	11512.7492
674	11505.86927
675	11491.3217
676	11489.71283
677	11476.4732
678	11463.13711
679	11462.32768
680	11445.53211
681	11424.92427
682	11412.39997
683	11391.95411
684	11385.64693
685	11374.67102
686	11357.04015
687	11353.843
688	11340.96334
689	11340.72284
690	11329.63091
691	11329.25643
692	11316.28781
693	11314.39656
694	11311.05381
695	11306.94565
696	11286.59605
697	11262.17868
698	11244.45539
699	11238.32702
700	11235.7312
701	11224.16074
702	11212.28621
703	11195.1156
704	11173.99005
705	11172.77777
706	11171.90884
707	11168.38962
708	11154.68833
709	11147.10763
710	11140.09987
711	11122.86932
712	11111.74237
713	11111.51429
714	11099.73371
715	11072.77387
716	11059.98268
717	11058.92701
718	11053.64042
719	11052.08294
720	11039.04278
721	11025.42766
722	11003.59651
723	10998.65509
724	10986.04005
725	10985.11882
726	10982.93331
727	10969.95945
728	10964.97344
729	10963.1577
730	10956.79625
731	10955.43164
732	10949.65109
733	10948.37294
734	10936.57923
735	10932.99011
736	10915.49514
737	10905.75575
738	10897.17195
739	10884.57213
740	10876.94811
741	10854.61604
742	10844.1313
743	10840.06559
744	10828.2996
745	10817.67937
746	10816.50936
747	10802.61064
748	10785.7945
749	10776.55779
750	10760.08376
751	10753.65623
752	10752.94603
753	10742.69079
754	10725.29404
755	10724.21318
756	10712.98791
757	10711.91698
758	10708.53455
759	10700.29249
760	10686.39695
761	10685.23369
762	10675.40924
763	10670.57512
764	10670.17395
765	10653.19808
766	10636.195
767	10630.00708
768	10623.58969
769	10611.46467
770	10604.10244
771	10602.29743
772	10600.97488
773	10597.97317
774	10582.52751
775	10574.11418
776	10557.52694
777	10554.63719
778	10544.99401
779	10542.69687
780	10533.43586
781	10522.31989
782	10520.93764
783	10509.57889
784	10505.9346
785	10504.67986
786	10498.94999
787	10484.63052
788	10484.07253
789	10480.17268
790	10474.0993
791	10468.20493
792	10441.20935
793	10431.7951
794	10427.17631
795	10421.28368
796	10410.59481
797	10387.92161
798	10386.2926
799	10381.49771
800	10377.05145
801	10364.5257
802	10363.101
803	10357.22942
804	10356.07425
805	10353.77825
806	10350.94887
807	10339.47262
808	10331.20231
809	10326.77486
810	10325.35055
811	10323.68791
812	10322.41847
813	10319.2713
814	10316.54816
815	10312.19987
816	10293.12661
817	10287.70562
818	10286.36248
819	10281.09055
820	10280.32558
821	10279.37731
822	10258.48032
823	10256.37224
824	10252.86522
825	10244.49113
826	10243.07853
827	10242.11452
828	10236.32435
829	10229.03002
830	10222.13021
831	10214.90778
832	10203.9112
833	10201.04464
834	10183.28577
835	10177.31775
836	10169.07583
837	10147.32579
838	10137.53929
839	10124.31575
840	10111.28585
841	10109.66947
842	10086.25104
843	10086.14584
844	10078.06256
845	10075.90418
846	10073.90749
847	10069.51817
848	10060.08681
849	10059.72232
850	10038.34693
851	10038.04788
852	10015.63056
853	10009.39064
854	9994.592666
855	9986.396542
856	9984.448076
857	9981.690736
858	9977.199539
859	9958.374252
860	9945.136031
861	9937.909104
862	9920.515758
863	9919.831804
864	9899.070288
865	9892.371652
866	9879.007624
867	9878.545015
868	9877.276667
869	9855.890425
870	9852.940735
871	9833.241896
872	9832.745309
873	9826.927467
874	9826.220275
875	9824.454601
876	9820.94
877	9812.468203
878	9797.504576
879	9792.189733
880	9777.000995
881	9776.100989
882	9775.736428
883	9772.126366
884	9768.29038
885	9768.093835
886	9767.528132
887	9751.518453
888	9746.070442
889	9738.446701
890	9733.869373
891	9731.213506
892	9724.563206
893	9716.696138
894	9709.113819
895	9707.251002
896	9698.240026
897	9695.791155
898	9688.400303
899	9682.30591
900	9675.3867
901	9671.099046
902	9670.739555
903	9666.758903
904	9658.562228
905	9651.008121
906	9640.790144
907	9627.721473
908	9624.971463
909	9621.065775
910	9606.425889
911	9596.340618
912	9587.31898
913	9586.236336
914	9578.065895
915	9566.89303
916	9556.546996
917	9554.269042
918	9553.204346
919	9550.866092
920	9548.542843
921	9546.184399
922	9544.255803
923	9537.967511
924	9522.617236
925	9511.044921
926	9506.708923
927	9502.225716
928	9499.097435
929	9493.571532
930	9487.855517
931	9484.371277
932	9481.400599
933	9473.716987
934	9469.615358
935	9462.135783
936	9456.797252
937	9456.211131
938	9446.489429
939	9440.98923
940	9434.542456
941	9431.474775
942	9428.269981
943	9425.766022
944	9420.978832
945	9406.021289
946	9404.362249
947	9393.885564
948	9382.270315
949	9375.76298
950	9366.804055
951	9356.730499
952	9347.772092
953	9333.716229
954	9317.376799
955	9313.782307
956	9296.492423
957	9288.916773
958	9280.900804
959	9280.195824
960	9278.034617
961	9266.893225
962	9262.88072
963	9256.468672
964	9248.37686
965	9244.399414
966	9244.096359
967	9233.13566
968	9229.300763
969	9222.505247
970	9222.025232
971	9221.905089
972	9216.32795
973	9213.482551
974	9206.636338
975	9197.553167
976	9189.972321
977	9171.689564
978	9154.934049
979	9149.628332
980	9147.045244
981	9140.089643
982	9131.527508
983	9121.390798
984	9114.869983
985	9111.68199
986	9107.237386
987	9104.910474
988	9103.499996
989	9093.281108
990	9092.580159
991	9090.688932
992	9078.481163
993	9070.019832
994	9067.075498
995	9066.47986
996	9064.259994
997	9056.09929
998	9052.384519
999	9051.481372
